title,author,category,UK Key Stage,segments,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,type_token_ratio,pronoun_freq,function_words_count,punctuation_frequency,sentiment_polarity,sentiment_subjectivity,readability grades_Kincaid,readability grades_ARI,readability grades_Coleman-Liau,readability grades_FleschReadingEase,readability grades_GunningFogIndex,readability grades_LIX,readability grades_SMOGIndex,readability grades_RIX,readability grades_DaleChallIndex,sentence info_characters_per_word,sentence info_syll_per_word,sentence info_words_per_sentence,sentence info_sentences_per_paragraph,sentence info_type_token_ratio,sentence info_characters,sentence info_syllables,sentence info_words,sentence info_wordtypes,sentence info_sentences,sentence info_paragraphs,sentence info_long_words,sentence info_complex_words,sentence info_complex_words_dc,word usage_tobeverb,word usage_auxverb,word usage_conjunction,word usage_pronoun,word usage_preposition,word usage_nominalization,sentence beginnings_pronoun,sentence beginnings_interrogative,sentence beginnings_article,sentence beginnings_subordination,sentence beginnings_conjunction,sentence beginnings_preposition,NER_PERSON,NER_NORP,NER_FAC,NER_ORG,NER_GPE,NER_LOC,NER_PRODUCT,NER_EVENT,NER_WORK_OF_ART,NER_LAW,NER_LANGUAGE,EMOT_fear,EMOT_anger,EMOT_trust,EMOT_surprise,EMOT_positive,EMOT_negative,EMOT_sadness,EMOT_disgust,EMOT_joy,EMOT_anticipation
Villette,Charlotte Brontë,,Key Stage 2 (KS2),"Nature's power here broke through in a mountain snow-storm; and there  her glory in a sunny southern day. An expression in this portrait  proved clear insight into character; a face in that historical  painting, by its vivid filial likeness, startlingly reminded you that  genius gave it birth. These exceptions I loved: they grew dear as  friends.",348.0,65.0,3.0,4.430769230769231,21.666666666666668,0.8461538461538461,0.0615384615384615,25.0,0.028735632183908,0.0708333333333333,0.4055555555555556,24.65052631578948,30.124210526315785,12.460444228070177,19.85368421052632,29.11578947368421,83.3157894736842,19.431676725154983,15.0,11.450015789473683,4.894736842105263,1.5263157894736843,57.0,1.0,0.8947368421052632,279.0,87.0,57.0,51.0,1.0,1.0,15.0,9.0,18.0,0.0,0.0,1.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0,0.0952380952380952,0.0476190476190476,0.2857142857142857,0.0476190476190476,0.0476190476190476,0.0,0.1904761904761904,0.1904761904761904
Shirley,Charlotte Brontë,,Key Stage 3 (KS3),"His appearance had at first elicited some laughing though not  ill-natured remarks from the merry Shirley. It was boyish. His features  were plain and slight, his hair sandy, his stature insignificant. But  she soon checked her sarcasm on this point; she would even fire up if  any one else made uncomplimentary allusion thereto. He had ""a pleasing  countenance,"" she affirmed; ""and there was that in his heart which was  better than three Roman noses, than the locks of Absalom or the  proportions of Saul.""",508.0,99.0,5.0,4.262626262626263,19.8,0.7676767676767676,0.0505050505050505,42.0,0.0314960629921259,0.0922619047619047,0.3392857142857143,34.02714285714285,43.16678571428572,12.056251630952382,0.7178571428571701,38.83809523809524,106.61904761904762,21.16590212458495,19.0,12.502304761904762,4.797619047619048,1.4285714285714286,84.0,1.0,0.8452380952380952,403.0,120.0,84.0,71.0,1.0,1.0,19.0,11.0,25.0,4.0,1.0,4.0,13.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.0
Jack and Jill,Louisa May Alcott,Children's Literature,Key Stage 5 (KS5),"Go and post it, and don't let any one see or know about it,"" she  said, handing it over to Frank, who left his work with unusual alacrity  to do her errand. When his eye fell on the address, he laughed, and said  in a teasing way,--    ""Are you and Bob such good friends that you correspond? What will Jack  say?"" ""Don't know, and don't care! Be good, now, and let's have a little  secret as well as other folks. I'll tell you all about it when he  answers,"" said Jill in her most coaxing tone. ""Suppose he doesn't?""",516.0,131.0,7.0,3.175572519083969,18.714285714285715,0.6335877862595419,0.0763358778625954,57.0,0.063953488372093,0.2262499999999999,0.4974999999999999,38.05904761904762,47.93628571428571,4.972878819047622,9.21428571428575,43.523809523809526,115.47619047619048,13.954451150103322,11.0,12.152880952380952,3.580952380952381,1.076190476190476,105.0,1.0,0.7333333333333333,376.0,113.0,105.0,77.0,1.0,1.0,11.0,4.0,22.0,2.0,1.0,7.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.2105263157894736,0.1052631578947368,0.1578947368421052,0.1052631578947368,0.0526315789473684,0.0,0.1052631578947368,0.1578947368421052
Twenty Thousand Leagues under the Sea,Jules Verne,Science Fiction,Key Stage 3 (KS3),"The Astrolabe and the Zelee, incessantly tossed  about by the hurricane, could not be worth the _Nautilus_, quiet  repository of labour that she is, truly motionless in the midst of the  waters. ""To-morrow,"" added the Captain, rising, ""to-morrow, at twenty minutes  to three p.m., the _Nautilus_ shall float, and leave the Strait of  Torres uninjured."" Having curtly pronounced these words, Captain Nemo bowed slightly. This  was to dismiss me, and I went back to my room.",472.0,96.0,4.0,4.114583333333333,24.0,0.6770833333333334,0.03125,34.0,0.059322033898305,0.0333333333333333,0.15,30.990649350649356,39.6412987012987,11.992413389610393,10.02025974025976,35.994805194805195,97.77922077922078,20.32050807568877,16.0,12.992453246753248,4.792207792207792,1.4025974025974026,77.0,1.0,0.8051948051948052,369.0,108.0,77.0,62.0,1.0,1.0,16.0,10.0,27.0,3.0,2.0,3.0,7.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.2307692307692307,0.2307692307692307,0.1538461538461538,0.0,0.0769230769230769,0.0769230769230769
David Copperfield,Charles Dickens,Harvard Classics,Key Stage 4 (KS4),"'""Unless he brings me back a lady,""' said Mr. Peggotty, tracing out that  part with his finger. 'I come to know, ma'am, whether he will keep his  wured?' 'No,' she returned. 'Why not?' said Mr. Peggotty. 'It is impossible. He would disgrace himself. You cannot fail to know  that she is far below him.' 'Raise her up!' said Mr. Peggotty. 'She is uneducated and ignorant.' 'Maybe she's not; maybe she is,' said Mr. Peggotty. 'I think not, ma'am;  but I'm no judge of them things. Teach her better!'",497.0,128.0,14.0,3.1875,9.142857142857142,0.5546875,0.125,42.0,0.1026156941649899,-0.0833333333333333,0.5599999999999999,33.372608695652175,42.74445652173913,6.566150619565221,19.65934782608697,38.53913043478261,105.04347826086956,13.954451150103322,12.0,11.460678260869566,3.858695652173913,1.108695652173913,92.0,1.0,0.7065217391304348,355.0,102.0,92.0,65.0,1.0,1.0,12.0,4.0,19.0,4.0,3.0,2.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.3,0.2,0.0,0.0
"From the Earth to the Moon; and, Round the Moon",Jules Verne,Science Fiction,Key Stage 2 (KS2),"In point of fact, in its  apogee the moon is 247,552 miles, and in its perigee, 218,657 miles  only distant; a fact which makes a difference of 28,895 miles, or more  than one-ninth of the entire distance. The perigee distance, therefore,  is that which ought to serve as the basis of all calculations.",302.0,62.0,2.0,3.967741935483871,31.0,0.6612903225806451,0.0,28.0,0.043046357615894,0.1,0.61875,21.000000000000004,26.25107142857143,8.24022910714286,44.24500000000001,27.4,72.07142857142857,17.491376746189438,9.0,12.33535,4.178571428571429,1.25,56.0,1.0,0.7321428571428571,234.0,70.0,56.0,41.0,1.0,1.0,9.0,7.0,21.0,2.0,1.0,2.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0
The three musketeers,Alexandre Dumas and Auguste Maquet,Adventure,Key Stage 2 (KS2),"At this movement, which nobody opposed, he resumed a little courage,  and ventured to draw up one leg and then the other. At length, with the  help of his two hands he lifted himself from the bench, and found  himself on his feet. At this moment an officer with a pleasant face opened a door, continued  to exchange some words with a person in the next chamber and then came  up to the prisoner. ""Is your name Bonacieux?"" said he.",430.0,93.0,5.0,3.741935483870968,18.6,0.6666666666666666,0.032258064516129,45.0,0.0302325581395348,0.1052083333333333,0.4604166666666667,30.2125,38.175375,8.3042347875,20.942500000000024,36.5,97.5,19.431676725154983,14.0,10.170375,4.1625,1.2375,80.0,1.0,0.7125,333.0,99.0,80.0,57.0,1.0,1.0,14.0,9.0,13.0,1.0,0.0,4.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.1304347826086956,0.1739130434782608,0.0434782608695652,0.217391304347826,0.1304347826086956,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0434782608695652
The Adventures of Johnny Chuck,Thornton W. Burgess,Children's Literature,Key Stage 3 (KS3),"JOHNNY CHUCK'S PRIDE      Ever since Farmer Brown's boy and Reddy Fox had found his new house in  the far corner of the old orchard, Johnny Chuck had been worried. It  was not that he was afraid for himself. Oh, my, no! Johnny Chuck felt  perfectly able to take care of himself. But there was Polly Chuck! He  was terribly afraid that something might happen to Polly Chuck. You see  she was not big and strong like him, and then Polly Chuck was apt to be  careless. So for a while Johnny Chuck worried a great deal.",515.0,110.0,8.0,3.718181818181818,13.75,0.6636363636363637,0.0454545454545454,45.0,0.0271844660194174,0.0858815426997245,0.687534435261708,35.99530612244898,46.55418367346939,7.596684418367349,11.542551020408183,40.83265306122449,107.18367346938776,13.954451150103322,9.0,12.203116326530612,4.030612244897959,1.1326530612244898,98.0,1.0,0.7142857142857143,395.0,111.0,98.0,70.0,1.0,1.0,9.0,4.0,23.0,8.0,1.0,4.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0,0.0952380952380952,0.0476190476190476,0.1428571428571428,0.238095238095238,0.1428571428571428,0.0476190476190476,0.0952380952380952,0.0952380952380952
Crime and Punishment,Fyodor Dostoyevsky,Harvard Classics,Key Stage 3 (KS3),"The fifteen roubles I sent  you four months ago I borrowed, as you know, on security of my pension,  from Vassily Ivanovitch Vahrushin a merchant of this town. He is a  kind-hearted man and was a friend of your father's too. But having given  him the right to receive the pension, I had to wait till the debt was  paid off and that is only just done, so that I've been unable to send  you anything all this time.",412.0,89.0,3.0,3.6853932584269664,29.666666666666668,0.7191011235955056,0.1011235955056179,47.0,0.0266990291262135,-0.0714285714285714,0.6785714285714285,30.276543209876547,37.56111111111111,6.91778041975309,22.264444444444464,34.86913580246914,97.04938271604938,15.24744871391589,13.0,10.578174074074074,3.925925925925926,1.2098765432098766,81.0,1.0,0.7654320987654321,318.0,98.0,81.0,62.0,1.0,1.0,13.0,5.0,15.0,5.0,0.0,3.0,15.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0833333333333333,0.25,0.1666666666666666,0.0,0.0833333333333333,0.1666666666666666
The Trial,Franz Kafka,Horror,Key Stage 4 (KS4),"If I could persuade some of the women I know to work together  with me then I would be certain to succeed. Especially in a court like  this that seems to consist of nothing but woman-chasers. Show the  examining judge a woman in the distance and he'll run right over the  desk, and the accused, just to get to her as soon as he can."" The  priest lowered his head down to the balustrade, only now did the roof  over the pulpit seem to press him down. What sort of dreadful weather  could it be outside?",501.0,106.0,5.0,3.7735849056603774,21.2,0.7075471698113207,0.0754716981132075,56.0,0.0219560878243512,-0.1013888888888888,0.5918650793650794,35.49979381443299,45.95855670103092,7.47419351546392,13.314020618556723,41.274226804123714,113.49484536082474,16.41640786499874,16.0,11.052236082474224,4.010309278350515,1.1237113402061856,97.0,1.0,0.7319587628865979,389.0,109.0,97.0,71.0,1.0,1.0,16.0,6.0,16.0,2.0,4.0,3.0,12.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0476190476190476,0.1428571428571428,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.1428571428571428
The Secret Adversary,Agatha Christie,Detective Fiction,Key Stage 2 (KS2),"So far there has been no mention of Mr.  Beresford. Where does he come in?"" ""Mr. Beresford?"" ""My partner,"" said Tuppence with dignity. ""You saw us together  yesterday."" ""Ah, yes. But I'm afraid we shan't require his services."" ""Then it's off!"" Tuppence rose. ""It's both or neither. Sorry--but that's  how it is. Good morning, Mr. Whittington."" ""Wait a minute. Let us see if something can't be managed. Sit down  again, Miss----"" He paused interrogatively.",455.0,120.0,17.0,3.275,7.0588235294117645,0.6666666666666666,0.0583333333333333,34.0,0.1076923076923077,0.0988888888888888,0.7477777777777777,30.360000000000003,38.057625,8.157238512500001,19.88500000000002,35.5,102.5,17.491376746189438,18.0,12.144125,4.1375,1.25,80.0,1.0,0.8875,331.0,100.0,80.0,71.0,1.0,1.0,18.0,7.0,23.0,3.0,1.0,3.0,13.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0
The Voyage of the Beagle,Charles Darwin,Harvard Classics,Key Stage 5 (KS5),"Captain Fitz Roy being anxious that some bearings should be taken on  the outer coast of Chiloe, it was planned that Mr. King and myself  should ride to Castro, and thence across the island to the Capella de  Cucao, situated on the west coast. Having hired horses and a guide, we  set out on the morning of the 22nd. We had not proceeded far, before  we were joined by a woman and two boys, who were bent on the same  journey.",426.0,90.0,3.0,3.7777777777777777,30.0,0.7,0.0333333333333333,44.0,0.0234741784037558,-0.0499999999999999,0.7083333333333334,29.548148148148147,38.25888888888889,7.788869456790127,27.486666666666693,33.88148148148149,92.11111111111111,12.486832980505138,9.0,11.552865432098766,4.074074074074074,1.148148148148148,81.0,1.0,0.7530864197530864,330.0,93.0,81.0,61.0,1.0,1.0,9.0,3.0,20.0,5.0,2.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0833333333333333,0.0,0.4166666666666667,0.0833333333333333,0.0,0.0,0.0833333333333333,0.1666666666666666
The mystery of the Blue Train,Agatha Christie,,Key Stage 2 (KS2),"Some quick rejoinder was springing to Derek's lips, but he checked it  as though something in the little Belgian's twinkling eyes had made him  suddenly alert. He spoke carefully, choosing his words. ""Knighton is a very good fellow,"" he said. Just for a moment Katherine fancied that Poirot looked disappointed. ""He is a great admirer of yours, M. Poirot,"" she said, and she related  some of the things that Knighton had said.",426.0,89.0,5.0,4.0,17.8,0.7078651685393258,0.0786516853932584,34.0,0.0422535211267605,0.1257291666666666,0.6475000000000001,28.897027027027026,36.828648648648645,10.33815483783784,19.68716216216218,33.383783783783784,95.6216216216216,17.491376746189438,16.0,13.068116216216216,4.513513513513513,1.3243243243243243,74.0,1.0,0.7972972972972973,334.0,98.0,74.0,59.0,1.0,1.0,16.0,7.0,27.0,3.0,0.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1666666666666666,0.1111111111111111,0.2222222222222222,0.1666666666666666,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555
Villette,Charlotte Brontë,,Key Stage 2 (KS2),"""I am: Dr. Bretton, of La Terrasse."" ""Good. Will you step into my carriage?"" ""My own carriage is here: I will seek it, and accompany you."" ""Be pleased, then, to follow us."" And he named his address: ""The Hôtel  Crécy, in the Rue Crécy."" We followed; the carriage drove fast; myself and Graham were silent. This seemed like an adventure. Some little time being lost in seeking our own equipage, we reached the  hotel perhaps about ten minutes after these strangers.",464.0,111.0,9.0,3.5315315315315314,12.333333333333334,0.7027027027027027,0.072072072072072,42.0,0.0668103448275862,0.3015624999999999,0.6000000000000001,31.587654320987657,39.48,9.313275271604944,12.86444444444446,36.35061728395062,100.75308641975307,18.491933384829668,16.0,11.357927160493826,4.333333333333333,1.3209876543209875,81.0,1.0,0.8765432098765432,351.0,107.0,81.0,71.0,1.0,1.0,16.0,8.0,19.0,4.0,2.0,3.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.0,0.125,0.375
The Mayor of Casterbridge,Thomas Hardy,,Key Stage 4 (KS4),The company at the Three Mariners were persons of quality in comparison  with the company which gathered here; though it must be admitted that  the lowest fringe of the Mariner's party touched the crest of Peter's  at points. Waifs and strays of all sorts loitered about here. The  landlady was a virtuous woman who years ago had been unjustly sent to  gaol as an accessory to something or other after the fact.,411.0,78.0,3.0,4.294871794871795,26.0,0.7948717948717948,0.0,38.0,0.0145985401459854,-0.125,0.375,29.694324324324324,36.5104054054054,9.940867608108114,13.970945945945957,36.08648648648649,95.6216216216216,21.97366596101028,16.0,12.64135945945946,4.445945945945946,1.391891891891892,74.0,1.0,0.8108108108108109,329.0,103.0,74.0,60.0,1.0,1.0,16.0,12.0,25.0,4.0,1.0,2.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.375,0.125,0.0,0.125,0.0
The Hound of the Baskervilles,Arthur Conan Doyle,Detective Fiction,Key Stage 4 (KS4),"He was a very tall, thin        man, with a long nose like a beak, which jutted out between two        keen, grey eyes, set closely together and sparkling brightly from        behind a pair of gold-rimmed glasses. He was clad in a        professional but rather slovenly fashion, for his frock-coat was        dingy and his trousers frayed. Though young, his long back was        already bowed, and he walked with a forward thrust of his head        and a general air of peering benevolence.",491.0,90.0,3.0,4.044444444444444,30.0,0.6777777777777778,0.0333333333333333,35.0,0.0264765784114052,0.0181818181818181,0.4136363636363637,31.50101265822785,39.11594936708861,10.097931734177216,9.923417721519016,35.14430379746835,100.51898734177216,17.491376746189438,17.0,11.55236835443038,4.468354430379747,1.379746835443038,79.0,1.0,0.7468354430379747,353.0,109.0,79.0,59.0,1.0,1.0,17.0,7.0,20.0,4.0,0.0,5.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764705882352941,0.0588235294117647,0.2941176470588235,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.1764705882352941
Rainbow Valley,L. M. Montgomery,Children's Literature,Key Stage 3 (KS3),"He had a  sweep of long red beard over his broad chest and a mane of red hair,  ungrizzled by the years, on his massive head. His high, white forehead  was unwrinkled and his blue eyes could flash still with all the fire of  his tempestuous youth. He could be very amiable when he liked, and he  could be very terrible. Poor Faith, so anxiously bent on retrieving the  situation in regard to the church, had caught him in one of his  terrible moods. He did not know who she was and he gazed at her with disfavour.",513.0,109.0,5.0,3.7522935779816513,21.8,0.6513761467889908,0.0825688073394495,53.0,0.0214424951267056,-0.1198214285714285,0.5037499999999999,36.71775510204081,46.69836734693877,7.7766798571428595,6.362959183673496,43.68979591836735,110.24489795918367,21.16590212458495,12.0,10.914136734693878,4.061224489795919,1.1938775510204085,98.0,1.0,0.7040816326530612,398.0,117.0,98.0,69.0,1.0,1.0,12.0,11.0,15.0,4.0,3.0,4.0,15.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1071428571428571,0.0714285714285714,0.0357142857142857,0.1428571428571428,0.0714285714285714,0.1071428571428571,0.0714285714285714,0.1071428571428571,0.1428571428571428
